         18571687 function calls (17837496 primitive calls) in 21.574 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/instance.py:31(__init__)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1868(draw)
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
       15    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/inspect.py:823(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/inspect.py:773(getfile)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:371(_extract_discount)
        6    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:140(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/typing.py:253(_deduplicate)
       12    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/pvariable.py:70(is_derived_fluent)
       12    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/pvariable.py:66(is_intermediate_fluent)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Env/RDDLEnv.py:311(close)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/logging/__init__.py:1710(getEffectiveLevel)
       12    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/pvariable.py:74(is_observ_fluent)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:357(_extract_horizon)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:21(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/lex.py:583(get_tokens)
       10    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:233(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:1974(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/rddl.py:32(__init__)
       11    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/inspect.py:355(istraceback)
        8    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1021(_argsort_dispatcher)
        4    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:585(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/typing.py:380(__repr__)
        4    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:561(<setcomp>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/linecache.py:52(checkcache)
        6    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        8    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:1058(p_empty)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/logging/__init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/_distutils_hack/__init__.py:89(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLevelAnalysis.py:38(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/lex.py:631(get_states)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:102(__init__)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/sre_parse.py:163(__delitem__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/lex.py:614(get_literals)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/logging/__init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:3024(get_start)
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/typing.py:1022(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:109(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:3094(get_precedence)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/inspect.py:191(isclass)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Env/RDDLEnvSeeder.py:15(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/logging/__init__.py:1307(disable)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLValueInitializer.py:31(__init__)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:228(reward)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:288(horizon)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:3034(get_error_func)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:240(preconditions)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/lex.py:76(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/lex.py:620(validate_literals)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:340(index_of_object)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:252(invariants)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:152(actions)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:878(fake_nonfluents_block)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:324(variable_ranges)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Simulator/RDDLSimulator.py:156(isPOMDP)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:292(horizon)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:332(grounded_names)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:116(states)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:172(derived)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:188(observ)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:284(discount)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:156(actions)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:100(enums)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1498(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:132(next_state)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:164(actionsranges)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:108(nonfluents)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:65(SetAST)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/RDDLReader.py:43(rddltxt)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:308(param_types)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:148(init_state)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:120(statesranges)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:196(observranges)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:300(max_allowed_actions)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Env/RDDLConstraints.py:145(bounds)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:204(cpfs)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:160(actionsranges)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:184(observ)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:180(interm)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:244(preconditions)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:280(discount)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:236(terminals)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:144(init_state)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:316(variable_types)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:124(statesranges)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:296(max_allowed_actions)
